date,open,high,low,close,volume
2014-01-02,0.3748211786881255,0.3762338311940762,0.37011237442387257,0.3734085261821747,260092000.0
2014-01-03,0.37411481656788964,0.3748211427531479,0.3677579370339346,0.36893513798713684,259332000.0
2014-01-06,0.37270223324256985,0.376704739678292,0.3691706297287137,0.37387946248054504,409492000.0
2014-01-07,0.37764639812076334,0.3814134521851478,0.3750565730098466,0.3800007998943329,333288000.0
2014-01-08,0.38141350811779706,0.38706409004300735,0.38000085561982266,0.3851805627346039,308192000.0
2014-01-09,0.37929453528666557,0.3800008615466693,0.369641503288907,0.37081870436668396,292172000.0
2014-01-10,0.37199593175174894,0.37458575746599637,0.3670516756487564,0.3703478276729584,218492000.0
2014-01-13,0.3703478018017969,0.37270220395938247,0.3609301931714547,0.36163651943206787,243332000.0
2014-01-14,0.3635200410074342,0.3736439757378627,0.36187193706990683,0.3729376494884491,241828000.0
2014-01-15,0.3745857290440254,0.37835278370016207,0.37293765315697336,0.37694013118743896,175044000.0
2014-01-16,0.376940032750502,0.37882355958669206,0.3752919572938407,0.37811723351478577,220652000.0
2014-01-17,0.37811733037254236,0.3825907112627209,0.374114852362047,0.3764692544937134,340400000.0
2014-01-21,0.37694010693809876,0.38023628656684016,0.37387940680191223,0.37788188457489014,246076000.0
2014-01-22,0.37858832845230717,0.3790592033837095,0.3729377450753959,0.3774111270904541,337940000.0
2014-01-23,0.3762337695966822,0.38023624695266983,0.37317304171268606,0.375998318195343,185028000.0
2014-01-24,0.37293761735129055,0.37435026972838514,0.36634528636932373,0.36634528636932373,246696000.0
2014-01-27,0.3663453049373956,0.37152498380479787,0.3618719242276543,0.3639909029006958,233812000.0
2014-01-28,0.363284519686736,0.3677578996947238,0.36187186745964894,0.3675224483013153,167996000.0
2014-01-29,0.3661098535070511,0.3682288321800926,0.3637554514703513,0.3639909029006958,162944000.0
2014-01-30,0.36610985360694254,0.3708186857483131,0.36493265258827146,0.3701123595237732,202896000.0
2014-01-31,0.3649325624448566,0.3717603435066038,0.3646971391392869,0.36964139342308044,335348000.0
2014-02-03,0.3722313594503317,0.3727022343068525,0.3632846249096766,0.36469727754592896,431728000.0
2014-02-04,0.3644617907443718,0.36752251911500916,0.36257826343423444,0.3668161928653717,280692000.0
2014-02-05,0.3642262927071685,0.3654034935263464,0.3606946621829533,0.36351996660232544,214676000.0
